name,x,y,time_in,time_out
olwdkjae,0.671,0.479,659,1781
vukjkvid,0.652,0.198,453,1625
yydxjgrr,0.879,0.271,284,329
unikepkg,0.883,0,331,1243
aogvpbvb,0.987,0.163,491,1257
kuoacvzo,0.22899999999999995,0.921,16,664
tfpmaope,0.792,0.05799999999999997,293,1093
khvprhxj,0.83,0.02,508,1897
ilgngblm,0.458,0.6920000000000001,945,1465
hflcvbgv,0.384,0.766,998,1575
pnkelppk,0,0.973,379,1645
gsbagers,1.0,0.138,375,1919
gflymjwr,0.266,0.584,313,1781
nzaemczo,0.101,0.749,252,263
mzinyvxn,0.349,0.501,243,1458
qmpadjwq,0.179,0.971,991,1554
xdwqdquh,0.06499999999999997,0.785,316,1902
gvncqaqy,0.296,0.854,943,1513
jijpckzx,0.186,0.9640000000000001,859,1758
izmwxshx,0.25,0.6,714,1277
wmnsknoh,0.787,0.06299999999999997,363,508
ibxtdfjb,0.17899999999999996,0.671,440,943
qzeyzjps,0.4029999999999999,0.447,636,722
zxnqjgru,0.445,0.4049999999999999,939,1301
adjjtvse,0.76,0.09,298,549
ifkdtvas,0.4169999999999999,0.433,759,1627
znavoolh,0.834,0.016000000000000042,166,1995
yzbgjgek,0.18100000000000002,0.969,855,1897
anmcayon,0.207,0.9430000000000001,77,1004
ibcsxhfu,0.8650000000000001,0.285,381,1481
lyjdbhkc,0.387,0.763,461,1455
krqutsjl,0.45,0.4,760,871
jrodtxwh,0.093,1.0,640,708
yobcxrsh,0.702,0.14800000000000005,405,1284
eedguine,0.893,0,580,1514
nrklvpun,0.911,0.239,646,1670
nsnnaokn,0.482,0.668,9,1759
kywxjeai,1.0,0.083,654,1280
pyhklavx,0.04999999999999996,0.8,196,1505
qioayfeh,0.274,0.576,239,1838
hgfjgrmi,0.922,0.22799999999999995,283,1621
socsaqfu,0.40800000000000003,0.442,875,941
pvaozlhl,0.06699999999999998,0.783,110,354
ipdjgkeu,0.496,0.354,942,1454
oesoheam,1.0,0.069,321,1056
lvpjrhvs,0.101,1.0,564,942
vnvahiel,0.72,0.43000000000000005,204,1466
cefpbcnb,0.275,0.875,731,1127
ssfihyhl,0.119,0.731,512,1411
seyymrax,0.877,0.273,319,1723
iojqvppi,0.7120000000000001,0.438,236,459
goedcner,0.602,0.248,364,375
mvzvexcl,0.319,0.531,88,805
alyworfj,0.588,0.262,346,1629
zmebkbnh,0.753,0.097,738,1474
jluycdcm,0.115,0.735,322,1294
klsulqnx,0.013,1.0,368,760
fbfrhgro,0.465,0.6849999999999999,663,1049
kvohrzdu,0.346,0.804,268,1102
ttnlgvpd,0.041,0.8089999999999999,663,1928
lmlkkusx,0.706,0.44400000000000006,760,1821
sjryzbvh,0.944,0.20600000000000004,932,1996
jqakmssf,0.5740000000000001,0.576,100,1874
tspggnob,0.0,1.0,374,1680
lhpqmldq,0.017,1.0,232,1009
nvqezehy,0.854,0.296,389,1144
zaybzvro,0.07199999999999998,0.778,468,921
ioyzgdhf,0.205,0.645,784,1308
zqxunsso,0.362,0.788,896,1915
fzmpmohw,0.207,0.9430000000000001,789,1675
pgvmwyvv,0.46399999999999997,0.686,272,1523
ilumtjen,0.385,0.765,743,753
dorckehx,0.08,1.0,253,1411
meovzyry,0.492,0.658,17,80
ymsxpmsc,0.681,0.469,6,410
zhskokrw,0.936,0.214,995,1545
vpxebkwc,0.5599999999999999,0.29,114,893
vztuwxhb,0.601,0.249,274,1124
kelukdcp,0.844,0.006000000000000033,585,1757
lszuudex,0.9660000000000001,0.184,563,1040
zdcmfqmo,0.674,0.476,349,884
udxqasgc,0.522,0.32799999999999996,383,1179
iagxitkf,0.5179999999999999,0.332,763,1040
chtxerai,0.479,0.371,524,1732
xqorcisk,0.455,0.695,111,292
dzhhmshc,0.17500000000000002,0.975,495,1411
uzeeukve,0.344,0.806,283,918
bbeevfcd,1.0,0.099,183,700
iudlrqgi,0.01,1.0,830,960
gohlywjd,0,0.964,593,1495
llluyism,0.714,0.13600000000000004,641,1877
jeekwmfi,0.3340000000000001,0.816,887,899
mkidzozw,0.608,0.242,846,1458
xnrhcdrw,0.251,0.899,288,1068
meccptkt,0.929,0.22099999999999995,901,1398
uytykxgh,0.207,0.643,386,1134
drqityxh,0.665,0.485,448,834
gsqpspsz,0.547,0.603,313,726
squghymy,0.30099999999999993,0.549,1,1055
cwhiwfsq,0.699,0.15100000000000005,282,1997
zmnolyqy,0.182,0.668,191,1265
oualjyja,0.775,0.07499999999999998,521,729
oucpzhnr,0.16399999999999995,0.686,380,1382
mgajxsec,0.058,1.0,402,1469
ctihlgdy,0.595,0.255,914,1035
zfjrxlfe,1.0,0.025,87,1274
ouronyxp,0.862,0.28800000000000003,865,1630
hlwilsee,0.906,0,19,804
uuhohjhq,0.544,0.606,993,1521
iflrbfzh,0.242,0.608,190,1382
aovkxvcu,0,0.967,605,1871
qdowbfie,0.944,0,666,1563
ryyvdydp,0.529,0.621,408,1076
thnemwgu,0.7260000000000001,0.424,239,898
bqdvskol,0.346,0.504,33,1640
snapdxyz,0,0.961,388,1444
plbreixi,0.171,0.979,603,1557
zvunwbxu,0.494,0.656,249,1013
aegwhtcd,0,0.93,413,667
btotbzbu,0.147,1.0,641,1998
auritqqe,0.054999999999999966,0.795,46,1683
vcxouomy,0.713,0.13700000000000004,568,1199
szxqltmf,0.33799999999999997,0.812,4,1367
emugpqng,0,0.959,498,1557
fetkluax,0.472,0.378,379,1895
ariyrxax,0.274,0.876,878,907
eczobycs,0.365,0.785,984,1884
antyybhr,0.604,0.246,723,1754
zxmejqpj,0.303,0.8470000000000001,452,626
gjgfjchf,0.862,0.28800000000000003,507,756
bmzmbrli,0.709,0.141,968,1466
wwwcefjy,0.401,0.44899999999999995,395,1739
ujqyfrkn,0.898,0.252,669,1615
pddembmh,0,0.968,18,1779
ebvgklbk,0.327,0.8230000000000001,164,642
cntzonhj,0,0.882,910,1153
gmsmkfil,0.883,0.267,722,1115
tggkbbju,0.235,0.915,740,1862
trdvskdj,0.824,0.02600000000000005,215,1746
htnrmagc,0,0.936,216,1933
tnithshk,1.0,0.068,570,1262
smymhxmf,0.844,0.006000000000000033,287,624
sutpigzn,0.007,0.843,35,346
clzwyjis,0.788,0.06199999999999997,297,650
gsaudfci,0.622,0.228,919,1956
vexydipd,0.46399999999999997,0.386,338,946
dqmgwqcv,0.827,0.023000000000000048,89,961
bocsxzou,1.0,0.135,684,1322
hvzrzwpj,0.52,0.63,131,462
uamyzzcl,0.031000000000000055,0.819,613,1379
mtfilyse,0.787,0.063,375,1006
puujrmdf,0.11900000000000002,0.731,340,1186
lwmottks,0,0.877,299,599
pmsyuwyy,0.288,0.862,66,1149
ouhwjebo,0.8170000000000001,0.333,955,1428
mebrcdne,0.359,0.491,749,1616
mfufotdh,1.0,0.113,940,1968
suovbgqq,0.438,0.7120000000000001,585,811
